game,seed,teamset,adaptive_persistent,adaptive_reset,full,intentional,p1_resp_obs,p1_p_play_num,p1_p_disc_num,p1_p_play_color,p1_p_disc_color,p1_giving_obs,p1_giving_play_bias,p1_giving_color_bias,p1_giving_conservatism,p1_giving_coverage,p2_resp_obs,p2_p_play_num,p2_p_disc_num,p2_p_play_color,p2_p_disc_color,p2_giving_obs,p2_giving_play_bias,p2_giving_color_bias,p2_giving_conservatism,p2_giving_coverage,p3_resp_obs,p3_p_play_num,p3_p_disc_num,p3_p_play_color,p3_p_disc_color,p3_giving_obs,p3_giving_play_bias,p3_giving_color_bias,p3_giving_conservatism,p3_giving_coverage,ma50_adaptive_persistent,ma50_adaptive_reset,ma50_full,ma50_intentional,diff_persistent_reset,diff_persistent_full,diff_persistent_intentional
15,1205740392,3,11,14,12,14,66,0.8181818181818182,0.1590909090909091,0.8214285714285714,0.14285714285714285,3,1.0,0.0,7.0,0.5,45,0.8095238095238095,0.047619047619047616,0.9,0.03333333333333333,117,0.6638176638176637,0.21367521367521367,3.52991452991453,0.3789173789173789,38,0.038461538461538464,0.6538461538461539,0.2777777777777778,0.5555555555555556,113,0.5693215339233039,0.7168141592920354,3.5575221238938055,0.3694690265486726,15.066666666666666,15.333333333333334,14.4,13.8,-3,-1,-3
16,1205740393,3,15,17,14,13,69,0.8222222222222222,0.15555555555555556,0.8333333333333334,0.13333333333333333,3,1.0,0.0,7.0,0.5,51,0.8260869565217391,0.043478260869565216,0.9117647058823529,0.029411764705882353,123,0.66260162601626,0.2032520325203252,3.5121951219512195,0.3848238482384824,40,0.037037037037037035,0.6666666666666666,0.2631578947368421,0.5263157894736842,122,0.5710382513661203,0.7049180327868853,3.5737704918032787,0.38114754098360654,15.0625,15.4375,14.375,13.75,-2,1,2
17,1205740394,3,16,14,13,14,74,0.82,0.16,0.8333333333333334,0.13333333333333333,4,1.0,0.0,7.0,0.5,58,0.8518518518518519,0.037037037037037035,0.918918918918919,0.02702702702702703,127,0.6574803149606299,0.1968503937007874,3.5196850393700787,0.38451443569553806,41,0.03571428571428571,0.6785714285714286,0.2631578947368421,0.5263157894736842,131,0.5928753180661578,0.7175572519083969,3.5114503816793894,0.3816793893129771,15.117647058823529,15.352941176470589,14.294117647058824,13.764705882352942,2,3,2
18,1205740395,3,17,16,18,14,79,0.8301886792452831,0.1509433962264151,0.84375,0.125,5,1.0,0.0,7.0,0.45,64,0.8620689655172413,0.034482758620689655,0.9024390243902439,0.024390243902439025,128,0.6562499999999999,0.203125,3.5078125,0.3854166666666667,44,0.03225806451612903,0.6774193548387096,0.2631578947368421,0.5263157894736842,140,0.594047619047619,0.7071428571428572,3.492857142857143,0.38035714285714284,15.222222222222221,15.38888888888889,14.5,13.777777777777779,1,-1,3
19,1205740396,3,16,14,15,15,80,0.8301886792452831,0.1509433962264151,0.8484848484848485,0.12121212121212122,6,1.0,0.0,7.0,0.5,66,0.8387096774193549,0.03225806451612903,0.9024390243902439,0.024390243902439025,137,0.667883211678832,0.2116788321167883,3.5036496350364965,0.38199513381995137,47,0.03225806451612903,0.6774193548387096,0.22727272727272727,0.45454545454545453,149,0.5850111856823267,0.7181208053691275,3.436241610738255,0.37975391498881433,15.263157894736842,15.31578947368421,14.526315789473685,13.842105263157896,2,1,1
20,1205740397,3,13,17,15,15,85,0.8333333333333334,0.14814814814814814,0.8378378378378378,0.13513513513513514,7,1.0,0.0,7.0,0.5357142857142857,69,0.8181818181818182,0.030303030303030304,0.9047619047619048,0.023809523809523808,145,0.6712643678160918,0.2,3.489655172413793,0.3798850574712644,51,0.03125,0.6875,0.2,0.52,156,0.5822649572649573,0.7243589743589743,3.4423076923076925,0.3814102564102564,15.15,15.4,14.55,13.9,-4,-2,-2
21,1205740398,3,15,14,15,13,87,0.8363636363636363,0.14545454545454545,0.8421052631578947,0.13157894736842105,8,1.0,0.0,7.0,0.5,74,0.8,0.02857142857142857,0.8888888888888888,0.022222222222222223,151,0.6644591611479027,0.19205298013245034,3.4503311258278146,0.3763796909492274,54,0.058823529411764705,0.6764705882352942,0.19230769230769232,0.5,164,0.5813008130081302,0.7195121951219512,3.4146341463414633,0.38109756097560976,15.142857142857142,15.333333333333334,14.571428571428571,13.857142857142858,1,0,2
22,1205740399,3,15,15,13,14,92,0.8214285714285714,0.16071428571428573,0.8571428571428571,0.11904761904761904,8,1.0,0.0,7.0,0.5,77,0.8055555555555556,0.027777777777777776,0.8936170212765957,0.02127659574468085,159,0.6624737945492661,0.18867924528301888,3.4339622641509435,0.3731656184486373,57,0.05714285714285714,0.6571428571428571,0.17857142857142858,0.5,172,0.5920542635658915,0.7151162790697675,3.4069767441860463,0.3793604651162791,15.136363636363637,15.318181818181818,14.5,13.863636363636363,0,2,1
23,1205740400,3,14,16,13,14,94,0.8214285714285714,0.16071428571428573,0.8181818181818182,0.1590909090909091,10,1.0,0.0,7.0,0.475,84,0.825,0.025,0.9,0.02,164,0.6605691056910568,0.1951219512195122,3.5,0.37245934959349597,59,0.05714285714285714,0.6571428571428571,0.16666666666666666,0.5,181,0.6012891344383058,0.6961325966850829,3.447513812154696,0.3784530386740331,15.08695652173913,15.347826086956522,14.434782608695652,13.869565217391305,-2,1,0
24,1205740401,3,15,10,13,14,98,0.7931034482758621,0.1896551724137931,0.8260869565217391,0.15217391304347827,11,1.0,0.0,7.0,0.45454545454545453,88,0.8095238095238095,0.023809523809523808,0.9038461538461539,0.019230769230769232,171,0.6569200779727095,0.21052631578947367,3.4678362573099415,0.3747563352826511,63,0.05263157894736842,0.631578947368421,0.16129032258064516,0.4838709677419355,188,0.6028368794326242,0.6914893617021277,3.4680851063829787,0.3754432624113475,15.083333333333334,15.125,14.375,13.875,5,2,1
25,1205740402,3,13,15,15,14,106,0.7619047619047619,0.2222222222222222,0.8163265306122449,0.16326530612244897,11,1.0,0.0,7.0,0.45454545454545453,89,0.813953488372093,0.023255813953488372,0.9038461538461539,0.019230769230769232,180,0.6666666666666666,0.2111111111111111,3.4444444444444446,0.3796296296296297,66,0.05,0.65,0.15625,0.5,193,0.6079447322970639,0.6994818652849741,3.476683937823834,0.3721934369602763,15.0,15.12,14.4,13.88,-2,-2,-1
26,1205740403,3,15,18,12,15,111,0.7692307692307693,0.2153846153846154,0.8269230769230769,0.15384615384615385,11,1.0,0.0,7.0,0.45454545454545453,94,0.8297872340425532,0.02127659574468085,0.9056603773584906,0.018867924528301886,186,0.6756272401433692,0.20430107526881722,3.446236559139785,0.3794802867383513,69,0.05,0.65,0.14285714285714285,0.5428571428571428,201,0.6061359867330017,0.6915422885572139,3.4477611940298507,0.37354892205638474,15.0,15.23076923076923,14.307692307692308,13.923076923076923,-3,3,0
27,1205740404,3,16,15,14,14,114,0.7611940298507462,0.22388059701492538,0.8301886792452831,0.1509433962264151,12,1.0,0.0,7.0,0.4375,97,0.8125,0.041666666666666664,0.8909090909090909,0.01818181818181818,194,0.683848797250859,0.20618556701030927,3.484536082474227,0.37414089347079044,69,0.05,0.65,0.14285714285714285,0.5428571428571428,211,0.6074249605055293,0.6919431279620853,3.4502369668246446,0.372432859399684,15.037037037037036,15.222222222222221,14.296296296296296,13.925925925925926,1,2,2
28,1205740405,3,17,18,14,17,119,0.7536231884057971,0.2318840579710145,0.8392857142857143,0.14285714285714285,13,1.0,0.0,7.0,0.4423076923076923,100,0.8163265306122449,0.04081632653061224,0.8947368421052632,0.017543859649122806,200,0.68,0.21,3.47,0.3766666666666667,74,0.05,0.65,0.125,0.525,217,0.6021505376344087,0.6866359447004609,3.447004608294931,0.3736559139784946,15.107142857142858,15.321428571428571,14.285714285714286,14.035714285714286,-1,3,0
29,1205740406,3,17,16,14,12,119,0.7536231884057971,0.2318840579710145,0.8392857142857143,0.14285714285714285,14,1.0,0.0,7.0,0.44642857142857145,105,0.8235294117647058,0.0392156862745098,0.9,0.016666666666666666,206,0.6893203883495146,0.2087378640776699,3.466019417475728,0.3766181229773463,75,0.05,0.65,0.12195121951219512,0.5365853658536586,228,0.6038011695906433,0.6842105263157895,3.412280701754386,0.37317251461988304,15.172413793103448,15.344827586206897,14.275862068965518,13.96551724137931,1,3,5
30,1205740407,3,17,12,14,15,121,0.7536231884057971,0.2318840579710145,0.8448275862068966,0.13793103448275862,14,1.0,0.0,7.0,0.44642857142857145,112,0.8363636363636363,0.03636363636363636,0.9047619047619048,0.015873015873015872,212,0.6886792452830188,0.20754716981132076,3.452830188679245,0.3777515723270441,77,0.05,0.65,0.13953488372093023,0.5116279069767442,236,0.6066384180790961,0.6864406779661016,3.4364406779661016,0.37429378531073443,15.233333333333333,15.233333333333333,14.266666666666667,14.0,5,3,2
31,1205740408,3,17,15,17,11,123,0.7571428571428571,0.22857142857142856,0.847457627118644,0.13559322033898305,15,1.0,0.0,7.0,0.43333333333333335,118,0.8421052631578947,0.03508771929824561,0.9104477611940298,0.014925373134328358,219,0.6894977168949772,0.2100456621004566,3.452054794520548,0.37937595129375956,77,0.05,0.65,0.13953488372093023,0.5116279069767442,245,0.598639455782313,0.6816326530612244,3.4326530612244897,0.3727891156462585,15.290322580645162,15.225806451612904,14.35483870967742,13.903225806451612,2,0,6
32,1205740409,3,15,15,15,13,125,0.7605633802816901,0.22535211267605634,0.85,0.13333333333333333,16,1.0,0.0,7.0,0.421875,122,0.8275862068965517,0.034482758620689655,0.9142857142857143,0.014285714285714285,231,0.6883116883116883,0.21645021645021645,3.4285714285714284,0.3813131313131314,83,0.06976744186046512,0.6511627906976745,0.13043478260869565,0.5,249,0.5990629183400269,0.6827309236947792,3.42570281124498,0.3731593038821954,15.28125,15.21875,14.375,13.875,0,0,2
33,1205740410,3,15,16,15,14,128,0.75,0.2361111111111111,0.8548387096774194,0.12903225806451613,16,1.0,0.0,7.0,0.421875,128,0.8360655737704918,0.03278688524590164,0.9178082191780822,0.0136986301369863,241,0.6825726141078838,0.22406639004149378,3.4066390041493775,0.3800138312586446,85,0.06666666666666667,0.6444444444444445,0.13043478260869565,0.5,256,0.6061197916666667,0.69140625,3.421875,0.37272135416666663,15.272727272727273,15.242424242424242,14.393939393939394,13.878787878787879,-1,0,1
34,1205740411,3,12,14,16,14,131,0.7432432432432432,0.24324324324324326,0.8571428571428571,0.12698412698412698,17,1.0,0.0,7.0,0.4264705882352941,131,0.8360655737704918,0.03278688524590164,0.9210526315789473,0.013157894736842105,247,0.684885290148448,0.22267206477732793,3.417004048582996,0.3788798920377868,89,0.06382978723404255,0.6595744680851063,0.125,0.5,264,0.6041666666666667,0.696969696969697,3.4318181818181817,0.3708964646464646,15.176470588235293,15.205882352941176,14.441176470588236,13.882352941176471,-2,-4,-2
35,1205740412,3,16,14,12,15,134,0.7432432432432432,0.24324324324324326,0.8636363636363636,0.12121212121212122,17,1.0,0.0,7.0,0.4264705882352941,133,0.8360655737704918,0.03278688524590164,0.9230769230769231,0.01282051282051282,254,0.6896325459317585,0.21653543307086615,3.409448818897638,0.37532808398950135,90,0.0625,0.6666666666666666,0.125,0.5,274,0.5985401459854016,0.6970802919708029,3.4197080291970803,0.37013381995133815,15.2,15.17142857142857,14.371428571428572,13.914285714285715,2,4,1
36,1205740413,3,17,14,14,13,136,0.7432432432432432,0.24324324324324326,0.8676470588235294,0.11764705882352941,17,1.0,0.0,7.0,0.4264705882352941,138,0.8387096774193549,0.03225806451612903,0.926829268292683,0.012195121951219513,261,0.6883780332056194,0.2260536398467433,3.4022988505747125,0.3748403575989783,91,0.0625,0.6666666666666666,0.12244897959183673,0.5102040816326531,282,0.5969267139479907,0.7021276595744681,3.421985815602837,0.37027186761229314,15.25,15.13888888888889,14.36111111111111,13.88888888888889,3,3,4
37,1205740414,3,16,16,16,14,139,0.7466666666666667,0.24,0.8714285714285714,0.11428571428571428,17,1.0,0.0,7.0,0.4264705882352941,145,0.84375,0.03125,0.9310344827586207,0.011494252873563218,267,0.6897627965043696,0.2247191011235955,3.393258426966292,0.37297128589263423,96,0.06,0.66,0.11538461538461539,0.4807692307692308,288,0.5966435185185186,0.6944444444444444,3.4166666666666665,0.3718171296296296,15.27027027027027,15.162162162162161,14.405405405405405,13.891891891891891,0,0,2
38,1205740415,3,15,17,13,14,141,0.75,0.23684210526315788,0.8591549295774648,0.1267605633802817,18,1.0,0.0,7.0,0.4444444444444444,148,0.8461538461538461,0.03076923076923077,0.9325842696629213,0.011235955056179775,278,0.6942446043165468,0.22302158273381295,3.3776978417266186,0.37260191846522783,103,0.05660377358490566,0.660377358490566,0.10714285714285714,0.4642857142857143,292,0.5993150684931507,0.6952054794520548,3.410958904109589,0.3727168949771689,15.263157894736842,15.210526315789474,14.368421052631579,13.894736842105264,-2,2,1
39,1205740416,3,15,15,14,16,142,0.75,0.23684210526315788,0.8472222222222222,0.1388888888888889,19,1.0,0.0,7.0,0.4473684210526316,153,0.8529411764705882,0.029411764705882353,0.9340659340659341,0.01098901098901099,285,0.6912280701754386,0.21754385964912282,3.3719298245614033,0.3713450292397661,104,0.05660377358490566,0.660377358490566,0.12280701754385964,0.45614035087719296,301,0.5980066445182726,0.6943521594684385,3.4086378737541527,0.3715393133997785,15.256410256410257,15.205128205128204,14.35897435897436,13.948717948717949,0,1,-1
40,1205740417,3,15,16,15,15,146,0.7564102564102564,0.23076923076923078,0.8513513513513513,0.13513513513513514,19,1.0,0.0,7.0,0.4473684210526316,155,0.8529411764705882,0.029411764705882353,0.9354838709677419,0.010752688172043012,295,0.688135593220339,0.21694915254237288,3.383050847457627,0.37485875706214694,107,0.05660377358490566,0.660377358490566,0.11666666666666667,0.45,308,0.590909090909091,0.6948051948051948,3.3896103896103895,0.3712121212121212,15.25,15.225,14.375,13.975,-1,0,0
41,1205740418,3,11,11,11,14,148,0.7468354430379747,0.24050632911392406,0.8533333333333334,0.13333333333333333,19,1.0,0.0,7.0,0.4473684210526316,158,0.855072463768116,0.028985507246376812,0.9368421052631579,0.010526315789473684,305,0.6836065573770492,0.21639344262295082,3.377049180327869,0.3748633879781421,108,0.05660377358490566,0.660377358490566,0.11475409836065574,0.45901639344262296,318,0.5870020964360587,0.6918238993710691,3.3836477987421385,0.37054507337526205,15.146341463414634,15.121951219512194,14.292682926829269,13.975609756097562,0,0,-3
42,1205740419,3,15,16,12,17,152,0.7375,0.25,0.8589743589743589,0.1282051282051282,20,1.0,0.0,7.0,0.45,164,0.8571428571428571,0.02857142857142857,0.93,0.01,312,0.6848290598290598,0.21474358974358973,3.3846153846153846,0.3760683760683761,111,0.05555555555555555,0.6481481481481481,0.12698412698412698,0.4444444444444444,326,0.5848670756646217,0.6809815950920245,3.371165644171779,0.37423312883435583,15.142857142857142,15.142857142857142,14.238095238095237,14.047619047619047,-1,3,-2
43,1205740420,3,16,15,15,13,156,0.7407407407407407,0.24691358024691357,0.8641975308641975,0.12345679012345678,21,1.0,0.0,7.0,0.4642857142857143,169,0.84,0.04,0.93,0.01,318,0.6907756813417191,0.2138364779874214,3.3710691823899372,0.3736897274633124,112,0.05454545454545454,0.6545454545454545,0.12698412698412698,0.4444444444444444,334,0.5883233532934132,0.6856287425149701,3.356287425149701,0.37425149700598803,15.162790697674419,15.13953488372093,14.255813953488373,14.023255813953488,1,1,3
44,1205740421,3,14,16,14,15,161,0.7349397590361446,0.25301204819277107,0.8571428571428571,0.13095238095238096,22,1.0,0.0,7.0,0.4772727272727273,174,0.8205128205128205,0.038461538461538464,0.9313725490196079,0.00980392156862745,326,0.6968302658486707,0.22085889570552147,3.355828220858896,0.3729550102249489,113,0.05357142857142857,0.6607142857142857,0.12698412698412698,0.4444444444444444,339,0.5899705014749264,0.6902654867256637,3.342182890855457,0.37610619469026546,15.136363636363637,15.159090909090908,14.25,14.045454545454545,-2,0,-1
45,1205740422,3,13,13,14,11,164,0.7349397590361446,0.25301204819277107,0.8505747126436781,0.13793103448275862,23,1.0,0.0,7.0,0.4673913043478261,177,0.8227848101265823,0.0379746835443038,0.9326923076923077,0.009615384615384616,333,0.6956956956956957,0.22522522522522523,3.3783783783783785,0.37262262262262263,120,0.06666666666666667,0.65,0.12121212121212122,0.4393939393939394,344,0.5915697674418605,0.688953488372093,3.3459302325581395,0.3757267441860465,15.088888888888889,15.11111111111111,14.244444444444444,13.977777777777778,0,-1,2
46,1205740423,3,14,14,14,15,167,0.7349397590361446,0.25301204819277107,0.8444444444444444,0.14444444444444443,23,1.0,0.0,7.0,0.4673913043478261,180,0.825,0.0375,0.9339622641509434,0.009433962264150943,341,0.6969696969696969,0.22580645161290322,3.3607038123167157,0.3721896383186706,124,0.06557377049180328,0.639344262295082,0.11594202898550725,0.43478260869565216,351,0.586894586894587,0.6894586894586895,3.3475783475783474,0.3767806267806268,15.065217391304348,15.08695652173913,14.23913043478261,14.0,0,0,-1
47,1205740424,3,12,14,15,16,173,0.7325581395348837,0.2558139534883721,0.8387096774193549,0.15053763440860216,24,1.0,0.0,7.0,0.4791666666666667,184,0.8292682926829268,0.036585365853658534,0.9351851851851852,0.009259259259259259,347,0.6978866474543708,0.22478386167146974,3.354466858789625,0.37271853986551395,126,0.06557377049180328,0.639344262295082,0.11267605633802817,0.4507042253521127,358,0.5879888268156426,0.6927374301675978,3.3491620111731844,0.37639664804469275,15.0,15.063829787234043,14.25531914893617,14.042553191489361,-2,-3,-4
48,1205740425,3,15,17,16,16,179,0.7333333333333333,0.25555555555555554,0.8315789473684211,0.15789473684210525,24,1.0,0.0,7.0,0.4791666666666667,187,0.8192771084337349,0.03614457831325301,0.9363636363636364,0.00909090909090909,354,0.698210922787194,0.2288135593220339,3.3559322033898304,0.3717043314500942,128,0.06451612903225806,0.6451612903225806,0.1111111111111111,0.4583333333333333,366,0.5892531876138434,0.6912568306010929,3.349726775956284,0.37795992714025506,15.0,15.104166666666666,14.291666666666666,14.083333333333334,-2,-1,-1
49,1205740426,3,15,15,15,14,185,0.7282608695652174,0.2608695652173913,0.8383838383838383,0.15151515151515152,25,1.0,0.0,7.0,0.47,192,0.8275862068965517,0.034482758620689655,0.9369369369369369,0.009009009009009009,358,0.701582867783985,0.22625698324022347,3.35195530726257,0.3703445065176909,131,0.0625,0.65625,0.1095890410958904,0.4520547945205479,374,0.5860071301247772,0.6925133689839572,3.339572192513369,0.37789661319073087,15.0,15.10204081632653,14.306122448979592,14.081632653061224,0,0,1
50,1205740427,3,14,17,17,16,190,0.7368421052631579,0.25263157894736843,0.8316831683168316,0.15841584158415842,25,1.0,0.0,7.0,0.47,193,0.8275862068965517,0.034482758620689655,0.9375,0.008928571428571428,367,0.6952770208900999,0.22343324250681199,3.343324250681199,0.3712534059945504,132,0.06153846153846154,0.6615384615384615,0.1095890410958904,0.4520547945205479,383,0.5887728459530027,0.6971279373368147,3.328981723237598,0.37684943429068757,14.98,15.14,14.36,14.12,-3,-3,-2
51,1205740428,3,18,18,16,15,191,0.7395833333333334,0.25,0.8316831683168316,0.15841584158415842,25,1.0,0.0,7.0,0.47,198,0.8295454545454546,0.03409090909090909,0.9396551724137931,0.008620689655172414,374,0.695632798573975,0.2192513368983957,3.3529411764705883,0.3716577540106952,133,0.06153846153846154,0.6615384615384615,0.10810810810810811,0.44594594594594594,393,0.5882103477523325,0.6997455470737913,3.3333333333333335,0.3761662425784563,15.0,15.16,14.42,14.12,0,2,3
52,1205740429,3,16,15,12,15,193,0.7395833333333334,0.25,0.8252427184466019,0.1650485436893204,27,1.0,0.037037037037037035,7.0,0.4537037037037037,203,0.8222222222222222,0.03333333333333333,0.9411764705882353,0.008403361344537815,381,0.6946631671041119,0.2230971128608924,3.391076115485564,0.37073490813648297,135,0.05970149253731343,0.6716417910447762,0.10810810810810811,0.44594594594594594,400,0.5841666666666667,0.7,3.345,0.37583333333333335,14.98,15.1,14.34,14.1,1,4,1
53,1205740430,3,16,16,14,13,196,0.7448979591836735,0.24489795918367346,0.8269230769230769,0.16346153846153846,27,1.0,0.037037037037037035,7.0,0.4537037037037037,206,0.8260869565217391,0.03260869565217391,0.9416666666666667,0.008333333333333333,387,0.6925064599483203,0.21963824289405684,3.3901808785529717,0.37209302325581395,137,0.058823529411764705,0.6764705882352942,0.10666666666666667,0.4533333333333333,410,0.5821138211382114,0.7024390243902439,3.3365853658536584,0.3764227642276423,14.94,15.14,14.36,14.08,0,2,3
