game,seed,teamset,adaptive_persistent,adaptive_reset,full,intentional,p1_resp_obs,p1_p_play_num,p1_p_disc_num,p1_p_play_color,p1_p_disc_color,p1_giving_obs,p1_giving_play_bias,p1_giving_color_bias,p1_giving_conservatism,p1_giving_coverage,p2_resp_obs,p2_p_play_num,p2_p_disc_num,p2_p_play_color,p2_p_disc_color,p2_giving_obs,p2_giving_play_bias,p2_giving_color_bias,p2_giving_conservatism,p2_giving_coverage,p3_resp_obs,p3_p_play_num,p3_p_disc_num,p3_p_play_color,p3_p_disc_color,p3_giving_obs,p3_giving_play_bias,p3_giving_color_bias,p3_giving_conservatism,p3_giving_coverage,ma50_adaptive_persistent,ma50_adaptive_reset,ma50_full,ma50_intentional,diff_persistent_reset,diff_persistent_full,diff_persistent_intentional
11,1205740388,2,13,13,10,12,47,0.9411764705882353,0.029411764705882353,0.8421052631578947,0.10526315789473684,72,0.5,0.16666666666666666,5.458333333333333,0.3541666666666667,21,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,74,0.43243243243243246,0.6216216216216216,5.1891891891891895,0.3783783783783784,47,0.27586206896551724,0.10344827586206896,0.2916666666666667,0.125,11,0.7272727272727273,0.18181818181818182,6.0,0.4090909090909091,13.090909090909092,13.454545454545455,11.272727272727273,12.454545454545455,0,3,1
12,1205740389,2,15,13,13,14,56,0.95,0.025,0.8636363636363636,0.09090909090909091,75,0.5,0.16,5.466666666666667,0.3566666666666667,22,0.2222222222222222,0.1111111111111111,0.3157894736842105,0.21052631578947367,83,0.4397590361445783,0.6144578313253012,5.192771084337349,0.3704819277108434,50,0.26666666666666666,0.1,0.3076923076923077,0.11538461538461539,12,0.75,0.16666666666666666,6.0,0.3958333333333333,13.25,13.416666666666666,11.416666666666666,12.583333333333334,2,2,1
13,1205740390,2,14,13,12,12,59,0.9523809523809523,0.023809523809523808,0.8695652173913043,0.08695652173913043,84,0.5119047619047619,0.16666666666666666,5.440476190476191,0.36904761904761907,25,0.3,0.1,0.3333333333333333,0.19047619047619047,87,0.44636015325670503,0.6206896551724138,5.195402298850575,0.3706896551724138,55,0.25806451612903225,0.0967741935483871,0.3,0.1,12,0.75,0.16666666666666666,6.0,0.3958333333333333,13.307692307692308,13.384615384615385,11.461538461538462,12.538461538461538,1,2,2
14,1205740391,2,14,13,11,10,67,0.9565217391304348,0.021739130434782608,0.8888888888888888,0.07407407407407407,89,0.5056179775280899,0.19101123595505617,5.438202247191011,0.3651685393258427,27,0.2727272727272727,0.09090909090909091,0.3181818181818182,0.18181818181818182,93,0.449820788530466,0.6021505376344086,5.204301075268817,0.3709677419354839,58,0.24242424242424243,0.12121212121212122,0.3225806451612903,0.0967741935483871,14,0.75,0.21428571428571427,6.0,0.4107142857142857,13.357142857142858,13.357142857142858,11.428571428571429,12.357142857142858,1,3,4
15,1205740392,2,10,10,12,13,67,0.9565217391304348,0.021739130434782608,0.8888888888888888,0.07407407407407407,98,0.5170068027210885,0.20408163265306123,5.5,0.36989795918367346,27,0.2727272727272727,0.09090909090909091,0.3181818181818182,0.18181818181818182,100,0.4616666666666667,0.62,5.25,0.3725,62,0.22857142857142856,0.11428571428571428,0.30303030303030304,0.09090909090909091,14,0.75,0.21428571428571427,6.0,0.4107142857142857,13.133333333333333,13.133333333333333,11.466666666666667,12.4,0,-2,-3
16,1205740393,2,13,13,10,13,72,0.96,0.02,0.8928571428571429,0.07142857142857142,106,0.5062893081761006,0.2169811320754717,5.5,0.36792452830188677,32,0.25,0.0625,0.3181818181818182,0.18181818181818182,106,0.44496855345911956,0.6037735849056604,5.254716981132075,0.37106918238993714,64,0.22857142857142856,0.11428571428571428,0.3142857142857143,0.08571428571428572,15,0.7666666666666667,0.2,6.0,0.4166666666666667,13.125,13.125,11.375,12.4375,0,3,0
17,1205740394,2,15,12,11,12,76,0.9615384615384616,0.019230769230769232,0.9,0.06666666666666667,114,0.5190058479532164,0.24561403508771928,5.5,0.36622807017543857,32,0.25,0.0625,0.3181818181818182,0.18181818181818182,112,0.43005952380952384,0.5982142857142857,5.258928571428571,0.3668154761904762,65,0.22857142857142856,0.11428571428571428,0.3333333333333333,0.08333333333333333,18,0.8055555555555556,0.2222222222222222,6.111111111111111,0.4027777777777778,13.235294117647058,13.058823529411764,11.352941176470589,12.411764705882353,3,4,3
18,1205740395,2,11,11,16,12,79,0.9636363636363636,0.01818181818181818,0.9,0.06666666666666667,123,0.5216802168021679,0.23577235772357724,5.536585365853658,0.36585365853658536,37,0.2631578947368421,0.05263157894736842,0.3333333333333333,0.16666666666666666,120,0.42638888888888893,0.5833333333333334,5.266666666666667,0.3715277777777778,67,0.22857142857142856,0.11428571428571428,0.3157894736842105,0.10526315789473684,19,0.8157894736842105,0.21052631578947367,6.105263157894737,0.39473684210526316,13.11111111111111,12.944444444444445,11.61111111111111,12.38888888888889,0,-5,-1
19,1205740396,2,12,14,13,11,83,0.9655172413793104,0.017241379310344827,0.9032258064516129,0.06451612903225806,130,0.5243589743589743,0.23846153846153847,5.523076923076923,0.36346153846153845,40,0.25,0.1,0.3076923076923077,0.15384615384615385,127,0.4173228346456693,0.5905511811023622,5.275590551181103,0.37270341207349084,70,0.25,0.1111111111111111,0.3,0.1,19,0.8157894736842105,0.21052631578947367,6.105263157894737,0.39473684210526316,13.052631578947368,13.0,11.68421052631579,12.31578947368421,-2,-1,1
20,1205740397,2,14,14,12,12,85,0.9666666666666667,0.016666666666666666,0.9032258064516129,0.06451612903225806,140,0.5011904761904761,0.2357142857142857,5.507142857142857,0.3607142857142857,42,0.2857142857142857,0.09523809523809523,0.2962962962962963,0.14814814814814814,131,0.41603053435114506,0.6030534351145038,5.267175572519084,0.3708651399491094,73,0.24324324324324326,0.10810810810810811,0.3333333333333333,0.09523809523809523,20,0.775,0.25,6.1,0.4,13.1,13.05,11.7,12.3,0,2,2
21,1205740398,2,15,13,11,10,90,0.9682539682539683,0.015873015873015872,0.9090909090909091,0.06060606060606061,143,0.5011655011655011,0.23076923076923078,5.503496503496503,0.36363636363636365,45,0.3181818181818182,0.09090909090909091,0.3103448275862069,0.1724137931034483,137,0.41970802919708033,0.5985401459854015,5.2846715328467155,0.3728710462287105,77,0.23684210526315788,0.10526315789473684,0.3333333333333333,0.1111111111111111,24,0.7708333333333334,0.25,6.125,0.375,13.19047619047619,13.047619047619047,11.666666666666666,12.19047619047619,2,4,5
22,1205740399,2,13,13,9,12,94,0.9701492537313433,0.014925373134328358,0.9090909090909091,0.06060606060606061,148,0.49774774774774766,0.23648648648648649,5.486486486486487,0.36317567567567566,51,0.28,0.08,0.34375,0.15625,141,0.41489361702127664,0.5957446808510638,5.276595744680851,0.3711583924349882,81,0.21951219512195122,0.12195121951219512,0.32608695652173914,0.10869565217391304,27,0.7962962962962963,0.2222222222222222,6.111111111111111,0.37037037037037035,13.181818181818182,13.045454545454545,11.545454545454545,12.181818181818182,0,4,1
23,1205740400,2,13,12,10,13,99,0.9714285714285714,0.014285714285714285,0.8857142857142857,0.08571428571428572,152,0.4923245614035087,0.24342105263157895,5.480263157894737,0.3667763157894737,54,0.25925925925925924,0.07407407407407407,0.36363636363636365,0.15151515151515152,150,0.43111111111111117,0.5933333333333334,5.28,0.3738888888888889,83,0.21951219512195122,0.12195121951219512,0.3125,0.10416666666666667,28,0.8035714285714286,0.21428571428571427,6.107142857142857,0.375,13.173913043478262,13.0,11.478260869565217,12.217391304347826,1,3,0
24,1205740401,2,13,13,11,11,102,0.9722222222222222,0.013888888888888888,0.8888888888888888,0.08333333333333333,160,0.4989583333333333,0.24375,5.46875,0.3625,60,0.3,0.06666666666666667,0.3611111111111111,0.1388888888888889,155,0.43333333333333335,0.6,5.283870967741936,0.37311827956989246,86,0.23255813953488372,0.11627906976744186,0.30612244897959184,0.12244897959183673,30,0.8166666666666667,0.2,6.1,0.36666666666666664,13.166666666666666,13.0,11.458333333333334,12.166666666666666,0,2,2
25,1205740402,2,13,13,13,12,110,0.9736842105263158,0.013157894736842105,0.9,0.075,165,0.4979797979797979,0.24848484848484848,5.466666666666667,0.36666666666666664,62,0.28125,0.0625,0.3611111111111111,0.1388888888888889,163,0.4335378323108385,0.5950920245398773,5.282208588957055,0.37014314928425357,87,0.22727272727272727,0.11363636363636363,0.30612244897959184,0.12244897959183673,31,0.8225806451612904,0.1935483870967742,6.096774193548387,0.3709677419354839,13.16,13.0,11.52,12.16,0,0,1
26,1205740403,2,12,12,10,13,115,0.9753086419753086,0.012345679012345678,0.9,0.075,171,0.5009746588693956,0.24561403508771928,5.450292397660819,0.3654970760233918,62,0.28125,0.0625,0.3611111111111111,0.1388888888888889,170,0.4421568627450981,0.5941176470588235,5.2823529411764705,0.37107843137254903,94,0.2391304347826087,0.10869565217391304,0.2777777777777778,0.12962962962962962,32,0.828125,0.1875,6.09375,0.3671875,13.115384615384615,12.961538461538462,11.461538461538462,12.192307692307692,0,2,-1
27,1205740404,2,15,15,12,13,118,0.9759036144578314,0.012048192771084338,0.9024390243902439,0.07317073170731707,175,0.5066666666666666,0.24571428571428572,5.468571428571429,0.3628571428571429,62,0.28125,0.0625,0.3611111111111111,0.1388888888888889,182,0.45283882783882784,0.5824175824175825,5.335164835164835,0.3727106227106228,95,0.23404255319148937,0.1276595744680851,0.2777777777777778,0.12962962962962962,34,0.8088235294117647,0.20588235294117646,6.117647058823529,0.3602941176470588,13.185185185185185,13.037037037037036,11.481481481481481,12.222222222222221,0,3,2
28,1205740405,2,12,13,11,12,118,0.9759036144578314,0.012048192771084338,0.9024390243902439,0.07317073170731707,184,0.503623188405797,0.25,5.4728260869565215,0.36730072463768115,66,0.29411764705882354,0.058823529411764705,0.3684210526315789,0.13157894736842105,188,0.4383865248226951,0.5904255319148937,5.329787234042553,0.37056737588652483,101,0.22,0.12,0.2631578947368421,0.12280701754385964,36,0.8194444444444444,0.19444444444444445,6.166666666666667,0.3611111111111111,13.142857142857142,13.035714285714286,11.464285714285714,12.214285714285714,-1,1,0
29,1205740406,2,13,16,12,9,125,0.9772727272727273,0.011363636363636364,0.9069767441860465,0.06976744186046512,189,0.4991181657848324,0.25396825396825395,5.476190476190476,0.3694885361552028,69,0.2777777777777778,0.08333333333333333,0.358974358974359,0.15384615384615385,196,0.43835034013605445,0.5918367346938775,5.331632653061225,0.3707482993197279,102,0.21568627450980393,0.13725490196078433,0.2631578947368421,0.12280701754385964,37,0.8243243243243243,0.1891891891891892,6.162162162162162,0.3581081081081081,13.137931034482758,13.137931034482758,11.482758620689655,12.10344827586207,-3,1,4
30,1205740407,2,12,12,11,14,129,0.978021978021978,0.01098901098901099,0.9090909090909091,0.06818181818181818,196,0.5017006802721088,0.25510204081632654,5.5,0.37032312925170063,70,0.2777777777777778,0.08333333333333333,0.375,0.15,203,0.44293924466338264,0.5960591133004927,5.330049261083744,0.37274220032840727,104,0.20754716981132076,0.1509433962264151,0.2631578947368421,0.12280701754385964,39,0.8333333333333334,0.1794871794871795,6.230769230769231,0.3525641025641026,13.1,13.1,11.466666666666667,12.166666666666666,0,1,-2
31,1205740408,2,14,14,12,13,132,0.9782608695652174,0.010869565217391304,0.9130434782608695,0.06521739130434782,202,0.5066006600660066,0.2524752475247525,5.5049504950495045,0.3704620462046204,75,0.3157894736842105,0.07894736842105263,0.3953488372093023,0.13953488372093023,209,0.4421850079744817,0.5933014354066986,5.3253588516746415,0.37161084529505584,106,0.20754716981132076,0.1509433962264151,0.2711864406779661,0.11864406779661017,40,0.8375,0.175,6.225,0.35625,13.129032258064516,13.129032258064516,11.483870967741936,12.193548387096774,0,2,1
32,1205740409,2,14,14,13,11,136,0.9789473684210527,0.010526315789473684,0.9148936170212766,0.06382978723404255,207,0.5136876006441223,0.2608695652173913,5.502415458937198,0.3723832528180354,77,0.3076923076923077,0.07692307692307693,0.4090909090909091,0.13636363636363635,219,0.4379756468797565,0.5981735159817352,5.319634703196347,0.3706240487062405,110,0.21818181818181817,0.16363636363636364,0.2786885245901639,0.13114754098360656,40,0.8375,0.175,6.225,0.35625,13.15625,13.15625,11.53125,12.15625,0,1,3
33,1205740410,2,13,13,12,13,142,0.9797979797979798,0.010101010101010102,0.9183673469387755,0.061224489795918366,214,0.5062305295950156,0.26635514018691586,5.4953271028037385,0.3707165109034268,82,0.30952380952380953,0.07142857142857142,0.43478260869565216,0.13043478260869565,224,0.4371279761904762,0.59375,5.316964285714286,0.36904761904761907,112,0.22807017543859648,0.17543859649122806,0.2786885245901639,0.13114754098360656,40,0.8375,0.175,6.225,0.35625,13.151515151515152,13.151515151515152,11.545454545454545,12.181818181818182,0,1,0
34,1205740411,2,13,13,11,11,148,0.9807692307692307,0.009615384615384616,0.92,0.06,223,0.49925261584454406,0.2645739910313901,5.502242152466367,0.366965620328849,83,0.30952380952380953,0.07142857142857142,0.425531914893617,0.1276595744680851,233,0.4417024320457797,0.5879828326180258,5.309012875536481,0.3655221745350501,114,0.22413793103448276,0.1724137931034483,0.27419354838709675,0.12903225806451613,40,0.8375,0.175,6.225,0.35625,13.147058823529411,13.147058823529411,11.529411764705882,12.147058823529411,0,2,2
35,1205740412,2,12,12,11,12,152,0.9811320754716981,0.009433962264150943,0.9230769230769231,0.057692307692307696,230,0.5014492753623189,0.26521739130434785,5.51304347826087,0.36666666666666664,84,0.30952380952380953,0.07142857142857142,0.4166666666666667,0.125,242,0.4356060606060606,0.5867768595041323,5.309917355371901,0.3622589531680441,117,0.21666666666666667,0.18333333333333332,0.2698412698412698,0.12698412698412698,40,0.8375,0.175,6.225,0.35625,13.114285714285714,13.114285714285714,11.514285714285714,12.142857142857142,0,1,0
36,1205740413,2,15,14,12,14,157,0.9814814814814815,0.009259259259259259,0.9272727272727272,0.05454545454545454,236,0.509180790960452,0.2627118644067797,5.512711864406779,0.3679378531073446,88,0.3023255813953488,0.06976744186046512,0.39215686274509803,0.11764705882352941,249,0.43741633199464525,0.5863453815261044,5.309236947791165,0.3611111111111111,120,0.21666666666666667,0.18333333333333332,0.25757575757575757,0.12121212121212122,40,0.8375,0.175,6.225,0.35625,13.166666666666666,13.13888888888889,11.527777777777779,12.194444444444445,1,3,1
37,1205740414,2,13,15,14,12,158,0.9814814814814815,0.009259259259259259,0.9285714285714286,0.05357142857142857,244,0.5068306010928961,0.2581967213114754,5.524590163934426,0.3681693989071038,93,0.3333333333333333,0.06666666666666667,0.3888888888888889,0.1111111111111111,256,0.44368489583333337,0.57421875,5.3125,0.3639322916666667,123,0.21311475409836064,0.18032786885245902,0.25,0.1323529411764706,41,0.8414634146341463,0.17073170731707318,6.219512195121951,0.35365853658536583,13.162162162162161,13.18918918918919,11.594594594594595,12.18918918918919,-2,-1,1
38,1205740415,2,12,13,12,11,161,0.9818181818181818,0.00909090909090909,0.9298245614035088,0.05263157894736842,252,0.5066137566137566,0.2619047619047619,5.523809523809524,0.3664021164021164,97,0.32608695652173914,0.06521739130434782,0.38596491228070173,0.10526315789473684,265,0.439937106918239,0.5773584905660377,5.309433962264151,0.3628930817610063,124,0.22580645161290322,0.1774193548387097,0.25,0.1323529411764706,41,0.8414634146341463,0.17073170731707318,6.219512195121951,0.35365853658536583,13.131578947368421,13.18421052631579,11.605263157894736,12.157894736842104,-1,0,1
39,1205740416,2,13,15,13,13,166,0.9824561403508771,0.008771929824561403,0.9310344827586207,0.05172413793103448,258,0.5064599483204134,0.26356589147286824,5.51937984496124,0.3656330749354005,98,0.32608695652173914,0.06521739130434782,0.39655172413793105,0.10344827586206896,270,0.442283950617284,0.5777777777777777,5.307407407407408,0.36358024691358026,130,0.208955223880597,0.1791044776119403,0.2608695652173913,0.13043478260869565,42,0.8452380952380952,0.16666666666666666,6.214285714285714,0.35119047619047616,13.128205128205128,13.23076923076923,11.64102564102564,12.179487179487179,-2,0,0
40,1205740417,2,12,12,12,10,170,0.9829059829059829,0.008547008547008548,0.9322033898305084,0.05084745762711865,264,0.5063131313131313,0.2727272727272727,5.518939393939394,0.36426767676767674,103,0.3333333333333333,0.0625,0.39344262295081966,0.09836065573770492,276,0.4435386473429952,0.5760869565217391,5.311594202898551,0.3647342995169082,133,0.22058823529411764,0.17647058823529413,0.2535211267605634,0.14084507042253522,45,0.8111111111111111,0.17777777777777778,6.2,0.3611111111111111,13.1,13.2,11.65,12.125,0,0,2
41,1205740418,2,13,15,12,8,175,0.9834710743801653,0.008264462809917356,0.9333333333333333,0.05,272,0.5079656862745098,0.26838235294117646,5.525735294117647,0.3636642156862745,106,0.34,0.08,0.3870967741935484,0.0967741935483871,282,0.44296690307328607,0.5815602836879432,5.3120567375886525,0.36495271867612294,135,0.21739130434782608,0.17391304347826086,0.25,0.1388888888888889,46,0.8152173913043478,0.17391304347826086,6.195652173913044,0.358695652173913,13.097560975609756,13.24390243902439,11.658536585365853,12.024390243902438,-2,1,5
42,1205740419,2,11,10,11,10,178,0.983739837398374,0.008130081300813009,0.9344262295081968,0.04918032786885246,278,0.5059952038369304,0.2733812949640288,5.528776978417266,0.36570743405275774,109,0.3333333333333333,0.0784313725490196,0.40625,0.09375,291,0.445303550973654,0.5807560137457045,5.312714776632302,0.3699885452462772,138,0.22535211267605634,0.18309859154929578,0.2465753424657534,0.136986301369863,47,0.8191489361702128,0.1702127659574468,6.191489361702128,0.3617021276595745,13.047619047619047,13.166666666666666,11.642857142857142,11.976190476190476,1,0,1
43,1205740420,2,13,12,12,12,184,0.984251968503937,0.007874015748031496,0.9365079365079365,0.047619047619047616,282,0.5,0.2730496453900709,5.5212765957446805,0.367612293144208,110,0.3269230769230769,0.07692307692307693,0.40625,0.09375,300,0.4452777777777777,0.58,5.316666666666666,0.3688888888888889,143,0.22666666666666666,0.17333333333333334,0.24324324324324326,0.14864864864864866,48,0.8229166666666666,0.16666666666666666,6.1875,0.359375,13.046511627906977,13.13953488372093,11.651162790697674,11.976744186046512,1,1,1
44,1205740421,2,14,14,12,13,189,0.9847328244274809,0.007633587786259542,0.9375,0.046875,291,0.49369988545246274,0.27147766323024053,5.515463917525773,0.36827033218785793,116,0.36363636363636365,0.07272727272727272,0.40298507462686567,0.1044776119402985,303,0.4441694169416941,0.5808580858085809,5.313531353135313,0.36853685368536854,145,0.2236842105263158,0.17105263157894737,0.24,0.14666666666666667,49,0.826530612244898,0.16326530612244897,6.183673469387755,0.3622448979591837,13.068181818181818,13.159090909090908,11.659090909090908,12.0,0,2,1
45,1205740422,2,13,13,11,13,194,0.9850746268656716,0.007462686567164179,0.9393939393939394,0.045454545454545456,296,0.4887387387387387,0.2668918918918919,5.513513513513513,0.3662725225225225,119,0.375,0.07142857142857142,0.391304347826087,0.10144927536231885,312,0.4463141025641025,0.5801282051282052,5.310897435897436,0.3683226495726496,149,0.21794871794871795,0.1794871794871795,0.23376623376623376,0.14285714285714285,49,0.826530612244898,0.16326530612244897,6.183673469387755,0.3622448979591837,13.066666666666666,13.155555555555555,11.644444444444444,12.022222222222222,0,2,0
46,1205740423,2,14,12,13,12,195,0.9850746268656716,0.007462686567164179,0.9402985074626866,0.04477611940298507,301,0.4872646733111849,0.26578073089701,5.511627906976744,0.36517165005537094,122,0.39655172413793105,0.06896551724137931,0.4,0.1,319,0.4474921630094043,0.5799373040752351,5.307210031347962,0.3672936259143156,155,0.2289156626506024,0.18072289156626506,0.24358974358974358,0.14102564102564102,50,0.82,0.18,6.18,0.365,13.08695652173913,13.130434782608695,11.673913043478262,12.021739130434783,2,1,2
47,1205740424,2,12,11,13,13,201,0.9856115107913669,0.007194244604316547,0.9411764705882353,0.04411764705882353,307,0.48697068403908794,0.2671009771986971,5.50814332247557,0.3672638436482084,125,0.3898305084745763,0.06779661016949153,0.4027777777777778,0.1111111111111111,324,0.44984567901234557,0.5740740740740741,5.311728395061729,0.3670267489711934,160,0.22093023255813954,0.1744186046511628,0.2375,0.1375,52,0.8173076923076923,0.19230769230769232,6.1923076923076925,0.36538461538461536,13.063829787234043,13.085106382978724,11.702127659574469,12.042553191489361,1,-1,-1
48,1205740425,2,14,11,11,13,205,0.9859154929577465,0.007042253521126761,0.9420289855072463,0.043478260869565216,313,0.4840255591054313,0.268370607028754,5.507987220447284,0.3690095846645367,128,0.3770491803278688,0.06557377049180328,0.410958904109589,0.1095890410958904,330,0.4507575757575757,0.5787878787878787,5.3121212121212125,0.3664141414141414,166,0.24175824175824176,0.16483516483516483,0.2345679012345679,0.14814814814814814,52,0.8173076923076923,0.19230769230769232,6.1923076923076925,0.36538461538461536,13.083333333333334,13.041666666666666,11.6875,12.0625,3,3,1
49,1205740426,2,14,15,13,13,210,0.9861111111111112,0.006944444444444444,0.9444444444444444,0.041666666666666664,316,0.48417721518987344,0.2689873417721519,5.512658227848101,0.36867088607594933,132,0.375,0.0625,0.4189189189189189,0.10810810810810811,338,0.45044378698224846,0.5739644970414202,5.3076923076923075,0.3673570019723866,169,0.25,0.16304347826086957,0.2289156626506024,0.14457831325301204,53,0.8207547169811321,0.18867924528301888,6.188679245283019,0.3632075471698113,13.10204081632653,13.081632653061224,11.714285714285714,12.081632653061224,-1,1,1
50,1205740427,2,13,14,14,13,216,0.9863945578231292,0.006802721088435374,0.9466666666666667,0.04,322,0.4782608695652174,0.2670807453416149,5.509316770186335,0.36723602484472045,136,0.3787878787878788,0.06060606060606061,0.40789473684210525,0.10526315789473684,343,0.45553935860058303,0.5743440233236151,5.311953352769679,0.36710398445092324,172,0.25,0.16304347826086957,0.22093023255813954,0.1511627906976744,54,0.8240740740740741,0.18518518518518517,6.185185185185185,0.3611111111111111,13.1,13.1,11.76,12.1,-1,-1,0
51,1205740428,2,14,14,10,12,220,0.9867549668874173,0.006622516556291391,0.9466666666666667,0.04,330,0.47424242424242424,0.2727272727272727,5.503030303030303,0.3674242424242424,139,0.38235294117647056,0.058823529411764705,0.4155844155844156,0.1038961038961039,349,0.4534383954154727,0.5759312320916905,5.315186246418338,0.3667621776504298,177,0.25263157894736843,0.15789473684210525,0.22727272727272727,0.14772727272727273,55,0.8272727272727273,0.18181818181818182,6.181818181818182,0.35909090909090907,13.1,13.1,11.72,12.08,0,4,2
