game,seed,teamset,adaptive_persistent,adaptive_reset,full,intentional,p1_resp_obs,p1_p_play_num,p1_p_disc_num,p1_p_play_color,p1_p_disc_color,p1_giving_obs,p1_giving_play_bias,p1_giving_color_bias,p1_giving_conservatism,p1_giving_coverage,p2_resp_obs,p2_p_play_num,p2_p_disc_num,p2_p_play_color,p2_p_disc_color,p2_giving_obs,p2_giving_play_bias,p2_giving_color_bias,p2_giving_conservatism,p2_giving_coverage,p3_resp_obs,p3_p_play_num,p3_p_disc_num,p3_p_play_color,p3_p_disc_color,p3_giving_obs,p3_giving_play_bias,p3_giving_color_bias,p3_giving_conservatism,p3_giving_coverage,ma50_adaptive_persistent,ma50_adaptive_reset,ma50_full,ma50_intentional,diff_persistent_reset,diff_persistent_full,diff_persistent_intentional
11,1205740388,4,13,13,14,15,37,0.6071428571428571,0.07142857142857142,0.6,0.06666666666666667,90,0.4777777777777778,0.6222222222222222,3.8444444444444446,0.33611111111111114,37,0.25,0.08333333333333333,0.2631578947368421,0.10526315789473684,78,0.6581196581196581,0.6923076923076923,3.9615384615384617,0.3557692307692308,43,0.0625,0.4375,0.7272727272727273,0.030303030303030304,0,0.5,0.5,4.0,0.5,14.454545454545455,14.181818181818182,14.454545454545455,13.090909090909092,0,-1,-2
12,1205740389,4,13,16,16,14,40,0.6,0.06666666666666667,0.5625,0.125,98,0.49489795918367346,0.6224489795918368,3.8877551020408165,0.336734693877551,40,0.24,0.08,0.23809523809523808,0.19047619047619047,87,0.6436781609195402,0.6666666666666666,3.9770114942528734,0.3505747126436782,46,0.058823529411764705,0.4117647058823529,0.7428571428571429,0.02857142857142857,0,0.5,0.5,4.0,0.5,14.333333333333334,14.333333333333334,14.583333333333334,13.166666666666666,-3,-3,-1
13,1205740390,4,16,14,15,14,45,0.6060606060606061,0.09090909090909091,0.5,0.1111111111111111,107,0.49065420560747663,0.616822429906542,3.8878504672897196,0.34735202492211836,40,0.24,0.08,0.23809523809523808,0.19047619047619047,96,0.654513888888889,0.6666666666666666,3.9166666666666665,0.3567708333333333,50,0.1111111111111111,0.3888888888888889,0.7368421052631579,0.02631578947368421,0,0.5,0.5,4.0,0.5,14.461538461538462,14.307692307692308,14.615384615384615,13.23076923076923,2,1,2
14,1205740391,4,15,14,13,12,50,0.6216216216216216,0.08108108108108109,0.47368421052631576,0.10526315789473684,115,0.48985507246376814,0.6173913043478261,3.9043478260869566,0.35144927536231885,42,0.2222222222222222,0.07407407407407407,0.23809523809523808,0.19047619047619047,105,0.6746031746031746,0.6571428571428571,3.9523809523809526,0.3523809523809524,52,0.15,0.4,0.7368421052631579,0.02631578947368421,0,0.5,0.5,4.0,0.5,14.5,14.285714285714286,14.5,13.142857142857142,1,2,3
15,1205740392,4,14,14,12,12,58,0.5853658536585366,0.07317073170731707,0.5217391304347826,0.08695652173913043,121,0.48760330578512395,0.6115702479338843,3.9338842975206614,0.35674931129476584,42,0.2222222222222222,0.07407407407407407,0.23809523809523808,0.19047619047619047,114,0.6652046783625731,0.6578947368421053,3.9298245614035086,0.35526315789473684,56,0.13043478260869565,0.391304347826087,0.717948717948718,0.02564102564102564,0,0.5,0.5,4.0,0.5,14.466666666666667,14.266666666666667,14.333333333333334,13.066666666666666,0,2,2
16,1205740393,4,16,14,15,12,63,0.5777777777777777,0.06666666666666667,0.5416666666666666,0.08333333333333333,128,0.48046875,0.609375,3.984375,0.35807291666666663,45,0.2413793103448276,0.06896551724137931,0.2727272727272727,0.18181818181818182,121,0.6680440771349863,0.6446280991735537,3.9008264462809916,0.35537190082644626,60,0.16666666666666666,0.375,0.7142857142857143,0.023809523809523808,0,0.5,0.5,4.0,0.5,14.5625,14.25,14.375,13.0,2,1,4
17,1205740394,4,13,12,12,13,66,0.5625,0.0625,0.5416666666666666,0.08333333333333333,135,0.4777777777777778,0.6222222222222222,3.962962962962963,0.35432098765432096,50,0.24242424242424243,0.06060606060606061,0.30434782608695654,0.17391304347826086,128,0.6783854166666667,0.625,3.8984375,0.353515625,64,0.16666666666666666,0.375,0.6956521739130435,0.021739130434782608,0,0.5,0.5,4.0,0.5,14.470588235294118,14.117647058823529,14.235294117647058,13.0,1,1,0
18,1205740395,4,13,12,16,13,73,0.5555555555555556,0.05555555555555555,0.56,0.08,141,0.4716312056737589,0.6170212765957447,3.99290780141844,0.3534278959810874,52,0.2857142857142857,0.05714285714285714,0.30434782608695654,0.17391304347826086,134,0.6815920398009951,0.6343283582089553,3.9029850746268657,0.35447761194029853,68,0.16666666666666666,0.375,0.7,0.02,0,0.5,0.5,4.0,0.5,14.38888888888889,14.0,14.333333333333334,13.0,1,-3,0
19,1205740396,4,16,15,13,12,74,0.5555555555555556,0.05555555555555555,0.5769230769230769,0.07692307692307693,151,0.4602649006622517,0.6225165562913907,3.986754966887417,0.3532008830022075,54,0.2857142857142857,0.05714285714285714,0.32,0.16,142,0.6889671361502349,0.6267605633802817,3.887323943661972,0.352112676056338,73,0.16,0.4,0.7037037037037037,0.018518518518518517,0,0.5,0.5,4.0,0.5,14.473684210526315,14.052631578947368,14.263157894736842,12.947368421052632,1,3,4
20,1205740397,4,16,17,14,15,75,0.5454545454545454,0.05454545454545454,0.5769230769230769,0.07692307692307693,161,0.4503105590062112,0.6024844720496895,3.981366459627329,0.3545548654244306,55,0.2857142857142857,0.05714285714285714,0.34615384615384615,0.15384615384615385,150,0.6855555555555556,0.62,3.86,0.35333333333333333,76,0.19230769230769232,0.38461538461538464,0.6964285714285714,0.017857142857142856,0,0.5,0.5,4.0,0.5,14.55,14.2,14.25,13.05,-1,2,1
21,1205740398,4,14,14,16,11,77,0.5454545454545454,0.05454545454545454,0.5714285714285714,0.07142857142857142,169,0.4516765285996055,0.6094674556213018,4.035502958579881,0.35404339250493094,57,0.2777777777777778,0.05555555555555555,0.3333333333333333,0.14814814814814814,159,0.6750524109014676,0.610062893081761,3.8867924528301887,0.35377358490566035,79,0.19230769230769232,0.38461538461538464,0.6949152542372882,0.01694915254237288,0,0.5,0.5,4.0,0.5,14.523809523809524,14.19047619047619,14.333333333333334,12.952380952380953,0,-2,3
22,1205740399,4,14,13,14,14,79,0.5535714285714286,0.05357142857142857,0.5517241379310345,0.06896551724137931,174,0.45498084291187735,0.6091954022988506,4.0344827586206895,0.35536398467432945,62,0.3333333333333333,0.05128205128205128,0.3103448275862069,0.13793103448275862,166,0.676706827309237,0.5903614457831325,3.8795180722891565,0.35542168674698793,87,0.19230769230769232,0.38461538461538464,0.6716417910447762,0.014925373134328358,0,0.5,0.5,4.0,0.5,14.5,14.136363636363637,14.318181818181818,13.0,1,0,0
23,1205740400,4,13,14,14,14,84,0.576271186440678,0.05084745762711865,0.5483870967741935,0.0967741935483871,183,0.4462659380692167,0.6010928961748634,4.021857923497268,0.3529143897996357,63,0.325,0.05,0.3103448275862069,0.13793103448275862,176,0.675189393939394,0.5852272727272727,3.903409090909091,0.35511363636363635,90,0.18518518518518517,0.4074074074074074,0.6811594202898551,0.014492753623188406,0,0.5,0.5,4.0,0.5,14.434782608695652,14.130434782608695,14.304347826086957,13.043478260869565,-1,-1,-1
24,1205740401,4,12,12,13,11,91,0.609375,0.046875,0.5454545454545454,0.12121212121212122,188,0.43971631205673756,0.601063829787234,4.0,0.35416666666666663,66,0.30952380952380953,0.047619047619047616,0.3,0.13333333333333333,185,0.6801801801801802,0.5783783783783784,3.972972972972973,0.35,92,0.17857142857142858,0.42857142857142855,0.6857142857142857,0.014285714285714285,0,0.5,0.5,4.0,0.5,14.333333333333334,14.041666666666666,14.25,12.958333333333334,0,-1,1
25,1205740402,4,15,15,12,14,95,0.6268656716417911,0.04477611940298507,0.5588235294117647,0.11764705882352941,195,0.43931623931623925,0.6102564102564103,4.0,0.3517094017094017,68,0.29545454545454547,0.06818181818181818,0.3,0.13333333333333333,194,0.6898625429553266,0.5773195876288659,3.984536082474227,0.35051546391752575,96,0.16666666666666666,0.43333333333333335,0.6944444444444444,0.013888888888888888,0,0.5,0.5,4.0,0.5,14.36,14.08,14.16,13.0,0,3,1
26,1205740403,4,13,15,15,14,102,0.6056338028169014,0.04225352112676056,0.5945945945945946,0.10810810810810811,201,0.44361525704809285,0.6069651741293532,3.9751243781094527,0.3499170812603648,73,0.2826086956521739,0.06521739130434782,0.30303030303030304,0.18181818181818182,200,0.6958333333333334,0.57,3.98,0.35125,98,0.16666666666666666,0.43333333333333335,0.6891891891891891,0.013513513513513514,0,0.5,0.5,4.0,0.5,14.307692307692308,14.115384615384615,14.192307692307692,13.038461538461538,-2,-2,-1
27,1205740404,4,15,15,14,13,107,0.5945945945945946,0.04054054054054054,0.5897435897435898,0.10256410256410256,207,0.4404186795491143,0.6038647342995169,3.9806763285024154,0.3518518518518518,74,0.2826086956521739,0.06521739130434782,0.29411764705882354,0.20588235294117646,207,0.6964573268921096,0.5748792270531401,4.033816425120773,0.35144927536231885,102,0.15625,0.40625,0.6842105263157895,0.013157894736842105,2,0.25,1.0,7.0,0.5,14.333333333333334,14.148148148148149,14.185185185185185,13.037037037037036,0,1,2
28,1205740405,4,17,12,12,13,113,0.5769230769230769,0.05128205128205128,0.6097560975609756,0.0975609756097561,215,0.4449612403100775,0.6046511627906976,4.004651162790697,0.3527131782945736,76,0.2765957446808511,0.06382978723404255,0.2857142857142857,0.2,214,0.6900311526479752,0.5747663551401869,4.014018691588785,0.352803738317757,104,0.15625,0.40625,0.6794871794871795,0.01282051282051282,2,0.25,1.0,7.0,0.5,14.428571428571429,14.071428571428571,14.107142857142858,13.035714285714286,5,5,4
29,1205740406,4,15,15,15,15,117,0.5925925925925926,0.04938271604938271,0.5952380952380952,0.11904761904761904,221,0.44570135746606326,0.6018099547511312,4.0,0.3567119155354449,79,0.2653061224489796,0.061224489795918366,0.3055555555555556,0.19444444444444445,219,0.6925418569254187,0.5844748858447488,4.0091324200913245,0.3504566210045662,110,0.15151515151515152,0.3939393939393939,0.6867469879518072,0.012048192771084338,2,0.25,1.0,7.0,0.5,14.448275862068966,14.10344827586207,14.137931034482758,13.10344827586207,0,0,0
30,1205740407,4,13,12,15,13,122,0.6,0.058823529411764705,0.6046511627906976,0.11627906976744186,225,0.4511111111111111,0.6044444444444445,4.004444444444444,0.3548148148148148,81,0.2653061224489796,0.061224489795918366,0.34210526315789475,0.18421052631578946,228,0.6849415204678363,0.5964912280701754,4.0131578947368425,0.34978070175438597,110,0.15151515151515152,0.3939393939393939,0.6867469879518072,0.012048192771084338,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.4,14.033333333333333,14.166666666666666,13.1,1,-2,0
31,1205740408,4,15,15,15,14,127,0.5909090909090909,0.056818181818181816,0.6,0.13333333333333333,234,0.46011396011396005,0.6068376068376068,4.0085470085470085,0.35826210826210825,88,0.24528301886792453,0.05660377358490566,0.3170731707317073,0.17073170731707318,233,0.6845493562231761,0.6008583690987125,4.0,0.3497854077253219,111,0.15151515151515152,0.3939393939393939,0.6904761904761905,0.011904761904761904,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.419354838709678,14.064516129032258,14.193548387096774,13.129032258064516,0,0,1
32,1205740409,4,16,14,16,14,130,0.5824175824175825,0.054945054945054944,0.6,0.13333333333333333,239,0.4630404463040446,0.6108786610878661,4.00418410041841,0.35808926080892606,91,0.25925925925925924,0.05555555555555555,0.32558139534883723,0.16279069767441862,244,0.6844262295081969,0.5983606557377049,3.9836065573770494,0.35348360655737704,114,0.17647058823529413,0.38235294117647056,0.6976744186046512,0.011627906976744186,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.46875,14.0625,14.25,13.15625,2,0,2
33,1205740410,4,16,15,16,13,134,0.5806451612903226,0.053763440860215055,0.5957446808510638,0.1276595744680851,246,0.4600271002710027,0.6056910569105691,4.008130081300813,0.36009485094850946,94,0.25,0.05357142857142857,0.3409090909090909,0.1590909090909091,252,0.6884920634920636,0.6031746031746031,3.9722222222222223,0.3531746031746032,117,0.17647058823529413,0.38235294117647056,0.6853932584269663,0.011235955056179775,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.515151515151516,14.090909090909092,14.303030303030303,13.151515151515152,1,0,3
34,1205740411,4,15,14,13,13,140,0.5656565656565656,0.06060606060606061,0.5957446808510638,0.1276595744680851,251,0.4687915006640106,0.6095617529880478,3.99601593625498,0.3588977423638778,98,0.2542372881355932,0.05084745762711865,0.35555555555555557,0.15555555555555556,260,0.6782051282051283,0.6153846153846154,3.957692307692308,0.3573717948717949,120,0.17647058823529413,0.38235294117647056,0.6956521739130435,0.010869565217391304,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.529411764705882,14.088235294117647,14.264705882352942,13.147058823529411,1,2,2
35,1205740412,4,13,15,15,12,140,0.5656565656565656,0.06060606060606061,0.5957446808510638,0.1276595744680851,259,0.46589446589446587,0.6023166023166023,3.988416988416988,0.3593951093951094,98,0.2542372881355932,0.05084745762711865,0.35555555555555557,0.15555555555555556,272,0.681372549019608,0.6102941176470589,3.952205882352941,0.3553921568627451,121,0.17647058823529413,0.38235294117647056,0.6989247311827957,0.010752688172043012,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.485714285714286,14.114285714285714,14.285714285714286,13.114285714285714,-2,-2,1
36,1205740413,4,14,14,13,14,146,0.5728155339805825,0.06796116504854369,0.5918367346938775,0.12244897959183673,267,0.4706616729088639,0.5955056179775281,3.9775280898876404,0.3579900124843945,101,0.25,0.05,0.3404255319148936,0.14893617021276595,277,0.684115523465704,0.6101083032490975,3.953068592057762,0.35800240673886885,125,0.17647058823529413,0.38235294117647056,0.711340206185567,0.010309278350515464,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.472222222222221,14.11111111111111,14.25,13.13888888888889,0,1,0
37,1205740414,4,16,15,13,13,150,0.5769230769230769,0.0673076923076923,0.5961538461538461,0.11538461538461539,272,0.4730392156862745,0.5992647058823529,3.988970588235294,0.35784313725490197,104,0.27419354838709675,0.04838709677419355,0.3333333333333333,0.16666666666666666,283,0.687279151943463,0.6042402826855123,3.9469964664310955,0.35747938751472325,132,0.17647058823529413,0.38235294117647056,0.7307692307692307,0.009615384615384616,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.513513513513514,14.135135135135135,14.216216216216216,13.135135135135135,1,3,3
38,1205740415,4,14,14,14,12,153,0.5754716981132075,0.0660377358490566,0.5849056603773585,0.11320754716981132,282,0.47163120567375877,0.599290780141844,3.9858156028368796,0.36288416075650115,109,0.30303030303030304,0.045454545454545456,0.32653061224489793,0.16326530612244897,289,0.6868512110726644,0.6055363321799307,3.944636678200692,0.35697808535178777,136,0.17142857142857143,0.37142857142857144,0.719626168224299,0.009345794392523364,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.5,14.131578947368421,14.210526315789474,13.105263157894736,0,0,2
39,1205740416,4,15,12,14,13,159,0.5545454545454546,0.07272727272727272,0.5818181818181818,0.10909090909090909,289,0.48096885813148776,0.6020761245674741,3.9792387543252596,0.364475201845444,116,0.3194444444444444,0.041666666666666664,0.32,0.18,293,0.6854379977246873,0.6075085324232082,3.9419795221843,0.3572241183162685,139,0.17142857142857143,0.37142857142857144,0.7181818181818181,0.00909090909090909,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.512820512820513,14.076923076923077,14.205128205128204,13.102564102564102,3,1,2
40,1205740417,4,17,15,16,14,160,0.5545454545454546,0.07272727272727272,0.5892857142857143,0.10714285714285714,300,0.4872222222222221,0.6033333333333334,3.9833333333333334,0.36527777777777776,117,0.3150684931506849,0.0410958904109589,0.32,0.18,302,0.6848785871964681,0.6026490066225165,3.9304635761589406,0.35816777041942605,142,0.17142857142857143,0.37142857142857144,0.7168141592920354,0.008849557522123894,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.575,14.1,14.25,13.125,2,1,3
41,1205740418,4,14,14,13,14,161,0.5585585585585585,0.07207207207207207,0.5892857142857143,0.10714285714285714,310,0.4838709677419354,0.6,3.9870967741935486,0.3672043010752688,125,0.3246753246753247,0.03896103896103896,0.3148148148148148,0.18518518518518517,308,0.6818181818181819,0.6038961038961039,3.9285714285714284,0.3601190476190476,145,0.19444444444444445,0.3611111111111111,0.7043478260869566,0.008695652173913044,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.560975609756097,14.097560975609756,14.21951219512195,13.146341463414634,0,1,0
42,1205740419,4,17,15,16,17,164,0.5575221238938053,0.07079646017699115,0.5964912280701754,0.10526315789473684,314,0.4856687898089171,0.5987261146496815,3.9872611464968153,0.36809978768577495,128,0.31645569620253167,0.0379746835443038,0.32727272727272727,0.18181818181818182,318,0.6871069182389938,0.6037735849056604,3.911949685534591,0.35822851153039836,149,0.1891891891891892,0.3783783783783784,0.6949152542372882,0.00847457627118644,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.619047619047619,14.119047619047619,14.261904761904763,13.238095238095237,2,1,0
43,1205740420,4,13,13,14,14,167,0.5526315789473685,0.07017543859649122,0.5932203389830508,0.1016949152542373,320,0.48749999999999993,0.6,3.98125,0.36822916666666666,131,0.3048780487804878,0.036585365853658534,0.32727272727272727,0.18181818181818182,327,0.6850152905198778,0.6055045871559633,3.929663608562691,0.35830784913353725,153,0.1794871794871795,0.38461538461538464,0.7,0.008333333333333333,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.581395348837209,14.093023255813954,14.255813953488373,13.255813953488373,0,-1,-1
44,1205740421,4,14,15,15,13,172,0.5470085470085471,0.06837606837606838,0.5901639344262295,0.09836065573770492,325,0.49384615384615377,0.6,3.9846153846153847,0.3679487179487179,134,0.30952380952380953,0.03571428571428571,0.32142857142857145,0.19642857142857142,334,0.6866267465069862,0.6077844311377245,3.9191616766467066,0.3597804391217565,159,0.1951219512195122,0.36585365853658536,0.7016129032258065,0.008064516129032258,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.568181818181818,14.113636363636363,14.272727272727273,13.25,-1,-1,1
45,1205740422,4,14,14,12,12,178,0.55,0.06666666666666667,0.59375,0.09375,331,0.4909365558912386,0.6012084592145015,3.996978851963746,0.3688318227593152,134,0.30952380952380953,0.03571428571428571,0.32142857142857145,0.19642857142857142,343,0.6831875607385812,0.6064139941690962,3.938775510204082,0.358357628765792,162,0.18604651162790697,0.37209302325581395,0.704,0.008,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.555555555555555,14.11111111111111,14.222222222222221,13.222222222222221,0,2,2
46,1205740423,4,14,13,14,11,181,0.5454545454545454,0.0743801652892562,0.5909090909090909,0.10606060606060606,338,0.4911242603550295,0.5976331360946746,4.011834319526627,0.3678500986193294,137,0.313953488372093,0.046511627906976744,0.3333333333333333,0.19298245614035087,352,0.6837121212121213,0.6079545454545454,3.934659090909091,0.35913825757575757,163,0.18604651162790697,0.37209302325581395,0.6984126984126984,0.007936507936507936,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.543478260869565,14.08695652173913,14.217391304347826,13.173913043478262,1,0,3
47,1205740424,4,11,14,13,13,186,0.5447154471544715,0.07317073170731707,0.5942028985507246,0.10144927536231885,348,0.4899425287356321,0.5919540229885057,4.011494252873563,0.3680555555555555,143,0.3,0.044444444444444446,0.3389830508474576,0.1864406779661017,357,0.6853408029878619,0.6078431372549019,3.9327731092436973,0.357609710550887,167,0.18604651162790697,0.37209302325581395,0.6846153846153846,0.007692307692307693,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.46808510638298,14.085106382978724,14.191489361702128,13.170212765957446,-3,-2,-2
48,1205740425,4,16,16,13,15,189,0.544,0.072,0.6,0.1,356,0.48876404494382014,0.5898876404494382,4.01685393258427,0.3689138576779026,144,0.3,0.044444444444444446,0.3333333333333333,0.18333333333333332,365,0.6826484018264841,0.6054794520547945,3.926027397260274,0.35730593607305944,173,0.1956521739130435,0.34782608695652173,0.6842105263157895,0.007518796992481203,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.5,14.125,14.166666666666666,13.208333333333334,0,3,1
49,1205740426,4,15,14,13,16,194,0.5433070866141733,0.07874015748031496,0.589041095890411,0.0958904109589041,365,0.49360730593607294,0.6,4.024657534246575,0.36872146118721455,147,0.3010752688172043,0.043010752688172046,0.3333333333333333,0.18333333333333332,372,0.6818996415770611,0.5967741935483871,3.913978494623656,0.35931899641577064,176,0.1875,0.3333333333333333,0.6791044776119403,0.007462686567164179,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.510204081632653,14.122448979591837,14.142857142857142,13.26530612244898,1,2,-1
50,1205740427,4,15,14,16,16,203,0.5461538461538461,0.08461538461538462,0.5949367088607594,0.08860759493670886,370,0.4936936936936936,0.6,4.018918918918919,0.36779279279279276,148,0.2978723404255319,0.0425531914893617,0.3333333333333333,0.18333333333333332,381,0.6815398075240597,0.5905511811023622,3.9238845144356955,0.3613298337707787,178,0.1875,0.3333333333333333,0.6838235294117647,0.007352941176470588,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.52,14.12,14.18,13.32,1,-1,-1
51,1205740428,4,14,15,15,13,207,0.5488721804511278,0.08270676691729323,0.5875,0.0875,377,0.4938107869142351,0.5994694960212201,4.015915119363395,0.36825817860300614,151,0.30526315789473685,0.042105263157894736,0.3387096774193548,0.1774193548387097,388,0.6821305841924401,0.5876288659793815,3.9329896907216493,0.3612542955326461,181,0.1875,0.3333333333333333,0.6834532374100719,0.007194244604316547,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.5,14.12,14.18,13.28,-1,-1,1
52,1205740429,4,16,16,14,16,211,0.5514705882352942,0.08088235294117647,0.5802469135802469,0.08641975308641975,384,0.49913194444444436,0.6041666666666666,4.0234375,0.3680555555555555,155,0.31958762886597936,0.041237113402061855,0.328125,0.171875,394,0.6831641285956008,0.5888324873096447,3.934010152284264,0.3608291032148901,184,0.1836734693877551,0.32653061224489793,0.6808510638297872,0.0070921985815602835,6,0.5833333333333334,0.3333333333333333,7.333333333333333,0.3333333333333333,14.52,14.16,14.18,13.32,0,2,0
